,Rating,Text
1162,1,the product is not as described i cannot put the sim card in
1163,5,god bless you
1164,5,
1165,5,very nice and punctual and the product is as described
1166,5,will be later with review
1167,5,happy
1168,5,amazing quality and reliable seller
1169,5,excellent as described i advise you to buy it
1170,5,good product
1171,5,good quality and good product
1172,5,arrived quickly and the packaging is excellent
1173,5,seller
1174,5,right choice for minimalist
1175,5,rate
1176,5,original
1177,5,service at noon
1178,1,old dated
1179,5,great product fast delivery
1180,5,good
1181,5,original arrived quickly and is in good condition thank god
1182,1,heating on day first
1183,1,the gps is not working
1184,5,hello
1185,5,very good
1186,5,good
1187,5,original product
1188,5,
1189,1,worest
1190,5,those who are afraid that it is not original
1191,5,excellent wonderful i advise everyone to buy it from noon
1192,4,good japanese version
1193,5,very good product
1194,5,the is great
1195,5,its perfect
1196,5,excellent i was very scared but it turned out to be excellent and not open
1197,5,legit
1198,5,superb
1199,5,wonderful
1200,4,everything was real and authentic
1201,5,good
1202,5,when you find the seller at noon make a quick call and buy with your eyes closed
1203,5,luxury
1204,5,beyond expectations
1205,5,thank god the request came true
1206,5,great piece
1207,5,thanks noon for good price
1208,5,perfect new
1209,5,very good
1210,3,one year warranty
1211,5,sooo satisfying
1212,5,the store is excellent
1213,2,no aplle care preactivated
1214,3,and performance speed
1215,5,good product delivered on time
1216,5,masha allah super mall is fast in delivery it arrived within an hour
1217,5,product as described
1218,5,the best smartphone of all times
1219,2,
1220,5,authentic
1221,5,no
1222,5,no hesitate to buy
1223,5,authenticity and originality
1224,5,perfectly accurate and genuine
1225,1,not working
1226,1,not working keep restarting
1227,5,best service and quality
1228,5,very fast delivery arrived within minutes
1229,5,
1230,1,drain to fast and heating
1231,5,
1232,4,yes
1233,5,worth for money and fast delivery
1234,5,excellent delivery schedule
1235,5,very nice product good quality
1236,5,all the valuable and good things
1237,5,excellent
1238,5,very beautiful
1239,1,its japan version not international one
1240,5,great stuff
1241,5,excellent with the same specs as mentioned
1242,5,the is excellent
1243,5,fast delivery and excellent service
1244,5,its original
1245,5,noon app is so good
1246,1,a different version was sent
1247,5,the product is flawless as if you bought it from the official store
1248,5,
1249,1,brother i received the wrong product
1250,4,adventure
1251,5,excellent promotions
1252,5,superb
1253,2,i got the without catalog
1254,5,i bought it because it is cheaper than the market and because the delivery is fast
1255,5,all over experience excellent
1256,5,received as described
1257,5,excellent and continuous
1258,5,the device and color are very nice
1259,5,thank you noon this is the best offer among all distributors
1260,5,very good
1261,1,the has many defects
1262,1,does not support embedded sim
1263,5,thnks alot for very good service
1264,5,
1265,5,thank you original thank you original noon thank god
1266,1,bad seller
1267,1,it gets very hot in use
1268,5,everything is in correct order
1269,5,timely delivery with accurancy
1270,5,is original but kuwait version
1271,5,original
1272,5,yes
1273,5,original tdra
1274,1,dishonest seller
1275,5,japanese version not global
1276,5,original
1277,4,fast service
1278,5,good
1279,5,new
1280,5,new version conforming to new specifications
1281,3,its saudi version
1282,2,preowned or used
1283,5,the is original
1284,5,fabulous noon
1285,5,good
1286,5,the original is very nice and the cheapest price on the websites thank you noon
1287,1,no warranty policy was provided
1288,5,excellent
1289,5,
1290,5,amazing
1291,5,fast delivery original
1292,3,is good
1293,5,amazing
1294,1,manufacturing defect
1295,5,product
1296,5,original
1297,5,fast delivery and original product
1298,5,i recommend this to you
1299,1,the device came to me
1300,5,genuine
1301,4,fast delivery and original packing
1302,5,good
1303,5,good quality product
1304,5,very respectable company
1305,4,good
1306,1,its too expensive i see it less than this price
1307,5,original and fast delivery
1308,5,very good but face time not working
1309,3,evaluation
1310,1,high copy device and dishonest dealer
1311,1,it was not same item i choose
1312,5,nice and geniune product
1313,5,swift delivery experience
1314,1,i cant find the invoice or the warranty
1315,3,the is very good but the size is very very small
1316,1,unrequested copy
1317,4,quality
1318,1,make sure the product is as described
1319,5,thanks
1320,5,only
1321,5,speed and achievement
1322,5,great deal
1323,5,
1324,5,
1325,5,it arrived to me in two days and came to me exactly as i wanted without any changes
1326,5,as described
1327,4,good experience
1328,5,very happy with the product and delivery
1329,5,great
1330,5,thanks
1331,1,the device turns off and on by itself
1332,4,on time delivery
1333,5,good
1334,5,on time delivery and seriousness
1335,5,brand new
1336,5,amazing item
1337,5,smooth experience
1338,5,i liked it and prayed
1339,5,genuine what they display they give to us
1340,5,original product
1341,2,the box has scratches and is not suitable for a new
1342,3,no facetime and yet it is met to have it
1343,5,good
1344,1,product not conforming to uae specifications
1345,5,nice
1346,4,good
1347,5,perfect
1348,5,excellent
1349,1,two lines appear on the screen and then disappear
1350,5,good price and fast delivery
1351,5,excellent original original
1352,5,original
1353,4,original quality
1354,5,great product
1355,1,battr
1356,5,good
1357,1,the device is not working
1358,1,product is not tdra
1359,5,its beyond my expectations
1360,5,all time best much more than my expectations
1361,5,delivery in less than an hour
1362,5,perfect original product
1363,1,delivery late
1364,3,very nice
1365,4,the package was not good the box
1366,5,price and delivery
1367,5,just add new button
1368,5,hello noon
1369,5,thank you very much noon
1370,5,best quality
1371,5,on time delivery
1372,5,good product
1373,5,thank you from the bottom of my heart
1374,5,genuine product
1375,5,original
1376,5,nice hz display
1377,4,excellent
1378,5,punctuality speed of execution
1379,5,as expensive from
1380,5,the delivery driver was very uncooperative
1381,5,i thank you to non
1382,5,great product
1383,5,i took it and i was hesitant
1384,5,genuine product
1385,5,thank you noon
1386,5,original and received on time
1387,1,they gave me the wrong item
1388,1,the device is overheating
1389,5,best
1390,1,the price is riyals more expensive than the stores
1391,5,it has two nano sim cards but can i add an esim card
1392,5,
1393,5,terrible terrible
1394,5,the product is original
1395,5,very nice and the price is perfect
1396,5,good
1397,5,trusted seller
1398,5,great quality and great price
1399,5,mashaallah it arrived in record time and everything is the same
1400,5,legit
1401,5,delivery speed
1402,5,original middle east version
1403,5,i have verified his testimony
1404,5,super highquality
1405,5,original
1406,5,is so good
1407,5,original
1408,5,geniune product
1409,5,standard
1410,3,the color i got is not the one i ordered
1411,4,original and clean
1412,5,excellent delivery service and original item
1413,5,excellent service
1414,5,
1415,5,
1416,5,always satisfying from noon
1417,5,great
1418,4,it would be nice if the price could be reduced
1419,5,
1420,5,no
1421,5,worth it
1422,3,soooper
1423,5,feeling so good
1424,5,original delivered fast
1425,5,fast delivery and the device is excellent
1426,1,the hangs and turns off and on by itself
1427,1,product not displayed
1428,5,fast delivery good in price
1429,5,ok
1430,5,good
1431,1,manufacturing defect
1432,5,gb
1433,5,the device is original and the packaging is excellent
1434,5,fantastic
1435,5,original product
1436,5,the product is original
1437,5,genuine tdra version
1438,5,
1439,5,this is good working
1440,5,delivery was terrible
1441,5,original thank you
1442,5,the is very good and its price is excellent
1443,5,product as specified
1444,5,thank you very much it was very nice and the communication was very fast
1445,5,flawless
1446,5,
1447,5,nice with fantastic and features
1448,5,excellent thank you noon fast delivery and excellent packaging
1449,5,same as described
1450,1,osim american system device
1451,5,amazing price gud quality
1452,4,original device and delivery on time
1453,1,not the global version
1454,5,good quality
1455,5,develop the zoom
1456,5,the device is original
1457,5,noon excellent service
1458,5,original product
1459,5,original product
1460,1,i have a problem with my
1461,1,he claims to be the global version but its japanese
1462,5,its color is amazing
1463,5,
1464,5,wow an amazing original american
1465,5,good but not internation version
1466,5,perfection
1467,5,a civilized and beautiful shopping style
1468,5,very excellent and original thank god all my phones are from noon and i have no regrets
1469,5,original
1470,5,on time delivered
1471,1,the hangs and white lines appear
1472,5,original product
1473,5,authentic without a doubt
1474,5,nice
1475,5,i love it
1476,5,noon app is very nice
1477,5,
1478,5,it is original i recommend it
1479,5,as shown
1480,5,original and packed was very professional way
1481,5,very fast service and product
1482,5,original and respectable item
1483,5,fast shipping best price
1484,5,good quality and good price
1485,5,
1486,1,defected item
1487,5,very good
1488,5,best service
1489,5,nothing
1490,3,problem
1491,1,it says it supports the sim card but it turns out it doesnt
1492,1,
1493,2,not the arabic version
1494,5,its real
1495,5,fast delivery thank you for the good treatment
1496,5,awesome
1497,5,sweet
1498,5,collll
1499,5,this device is good
1500,5,very nice
1501,5,exactly as described
1502,1,the is not the advertised version
1503,5,genuine product
1504,5,very comfortable in hands and fast processing
1505,5,new version
1506,5,excellent
1507,5,perfect better price than
1508,5,original and fast delivery
1509,2,mashaallah veryyy good
1510,2,bad product global version
1511,3,received but manufacturer date is old
1512,5,very good so much
1513,5,genuine and great
1514,5,excellent
1515,5,love it
1516,5,excellent
1517,5,excellent
1518,5,its amazing
1519,5,
1520,5,fast delivery
1521,1,no difference from
1522,5,best products
1523,5,excellent product
1524,5,
1525,1,broken and hot it doesnt work
1526,5,by god he is an artist
1527,1,not explained
1528,5,same as prescribed genuine and new device
1529,5,very nice
1530,5,as shown in the description original
1531,1,delivery delayed despite paying for expedited delivery
1532,5,yes
1533,5,its original
1534,5,very good quality
1535,5,great
1536,5,amazing
1537,5,original
1538,5,the product arrived on time
1539,5,first impression is colour superb
1540,5,original thanks noon
1541,5,beautiful colour
1542,5,
1543,5,paper does not come with the box
1544,5,there is no noticeable difference between the and
1545,5,
1546,5,
1547,5,good product
1548,5,great
1549,5,very nice performance
1550,5,arrived on time
1551,5,original superb delivery time in minutes
1552,2,siri didnt work
1553,5,fast delivery and ease of purchase
1554,1,item not working
1555,4,i got the perfect product
1556,5,best
1557,5,im happy with my purchase
1558,5,orginal products
1559,4,very good
1560,3,the does not come with a warranty
1561,5,genuine product
1562,5,love
1563,5,unnaturally stiff
1564,1,china assembly problem sar
1565,1,saudi version
1566,5,original product no issues
1567,5,original authentic
1568,5,trust noon
1569,1,the product is chinese and not as described
1570,5,product care
1571,5,im happy thank you
1572,5,sweet
1573,3,china version
1574,5,nice and very attractive
1575,5,its original and good
1576,5,the device is faultless
1577,5,its amazing
1578,5,too good
1579,5,best
1580,5,original
1581,1,average
1582,5,original product
1583,1,i got a different color than the one i ordered
1584,5,good and genuine product
1585,5,their quality is excellent and they arrived quickly
1586,5,its a hundred percent original
1587,5,good product
1588,5,original product
1589,1,freighter
1590,2,no face time in this device
1591,5,nice
1592,5,best product in the offered price
1593,5,original
1594,5,nice
1595,1,different from the ordered product and without packaging
1596,5,best
1597,5,perfect size
1598,5,good
1599,5,very fun to use
1600,5,no everything is beautiful
1601,5,excellent
1602,5,perfect seller
1603,5,black titanium
1604,5,original product
1605,5,original
1606,5,its original
1607,5,its original store confirmed
1608,1,screen touch issue
1609,5,delivery speed
1610,5,delivery on time and the product is as described
1611,5,worth it to buy
1612,5,the is good it arrived intact no problems so far
1613,5,desert titanium
1614,5,amazing
1615,5,its amazing
1616,5,original
1617,5,i recommend it
1618,5,marvelous
1619,5,good
1620,5,masha allah i am praying
1621,1,spot coming out at the bottom of the screen
1622,5,nice product
1623,5,it was good exprince with noon
1624,5,fast deliver and authentic
1625,5,seller
1626,5,great as described
1627,5,i really like this
1628,5,original
1629,5,
1630,3,unfortunately it came in a different color
1631,5,legit
1632,5,very good and great price
1633,2,average
1634,5,middle east version is excellent
1635,5,amazing product
1636,5,wonderful
1637,5,may god bless you
1638,2,price
1639,2,all time net problem
1640,5,timely delivery
1641,1,this one not honkong model
1642,5,original
1643,4,excellent product
1644,5,excellent worth buying
1645,5,
1646,5,product is perfect in packing
1647,5,perfect
1648,5,
1649,5,
1650,5,good
1651,1,there is a problem with the device
1652,4,product review
1653,4,the device is good but the box is not in good condition
1654,5,the materials are not suitable for the price
1655,5,gb
1656,5,best quality
1657,5,awesome
1658,4,original product as described
1659,5,masha allah its original
1660,5,thank you noon
1661,5,high quality products
1662,5,its really awesome and smooth
1663,5,excellent device
1664,5,
1665,5,good
1666,5,excellent i recommend buying
1667,5,
1668,5,excellent
1669,1,sucks
1670,5,thank you all
1671,5,i hope the cartons are new for the product
1672,5,you are always trustworthy
1673,5,product is original
1674,4,on time original product
1675,5,the has the same specifications as requested and is original
1676,5,good promax
1677,5,super
1678,1,scratches
1679,5,super fast delivery
1680,4,original product
1681,5,super
1682,5,good seller recommended original
1683,5,original
1684,5,it is very nice i recommend it to you you will not regret it
1685,5,excellent
1686,5,
1687,5,the product is good and the man is respectable
1688,5,
1689,2,data
1690,5,shipment arrived in time without delay
1691,5,pro gb
1692,5,excellent
1693,5,its perfect mashallah alhumdulillah
1694,5,nice product as advertised quick delivery
1695,1,item not as described
1696,4,its amazing
1697,5,originally product
1698,5,original
1699,5,excellent service by noon and good product
1700,5,original
1701,5,genuine product appreciate it
1702,5,amazing
1703,4,excellent and continuous
1704,1,fake product
1705,1,it turned out to be small but i want it to be big
1706,5,god willing god bless
1707,1,i was given a chinese device
1708,5,
1709,5,original product
1710,4,
1711,5,pure original so happy
1712,5,fast delivery
1713,1,tradition
1714,5,
1715,5,
1716,5,very good
1717,5,product quality
1718,5,the is original
1719,5,satisfied with the service and product
1720,5,orignal
1721,1,deliver wrong
1722,5,fast delivery and original product
1723,5,as mentioned it was good
1724,5,i
1725,5,genuine
1726,5,size and color
1727,1,preactivated used
1728,5,too good
1729,5,excellent original
1730,5,very good and very good quality
1731,5,its original
1732,5,great device with facetime
1733,5,lowest price i found
1734,5,its come on time
1735,5,
1736,5,original
1737,1,
1738,5,
1739,5,product
1740,5,an artist i swear
1741,5,superb service fast delivery
1742,5,the product is original and from extra
1743,5,original product
1744,5,original product
1745,5,good original product
1746,5,thnx noon
1747,5,good
1748,5,great ever
1749,5,very nice deal
1750,5,one slice and not two
1751,5,excellent
1752,5,good chose noon i like it noon
1753,5,he is one of the arabs calculators
1754,5,very excellent service
1755,5,as described
1756,5,original and great product
1757,5,good quality
1758,5,original i recommend it
1759,5,very good
1760,5,mashallah
1761,5,his photography is great
1762,5,excellent product original thank you noon
1763,5,thank you very much
1764,5,delivery speed
1765,5,i like it
1766,5,today get as i like
1767,5,
1768,5,delivery of item on time
1769,5,best
1770,5,fast packaging and delivery
1771,5,super fast delivery
1772,2,not get cat log
1773,5,it arrived within an hour
1774,5,excellent i highly recommend it
1775,5,good job noon management uae
1776,5,great as described
1777,5,noon is the best store in the world
1778,5,original product
1779,4,product international
1780,5,very satisfied
1781,5,
1782,5,new pc
1783,5,delivery
1784,1,touch soon bad
1785,5,excellent
1786,5,as described good
1787,5,size sound
1788,5,awesome
1789,5,original
1790,5,excellent
1791,4,nice
1792,5,yes
1793,5,great product
1794,5,temperature
1795,5,amazing product
1796,5,genuine
1797,5,amazing product
1798,4,exactly as described
1799,5,good
1800,5,perfekt
1801,3,its used
1802,5,excellent
1803,5,
1804,4,nice product
1805,5,superp
1806,5,good
1807,5,very fast delivery in less than an hour
1808,5,fantastic
1809,5,nice result
1810,5,
1811,5,frankly it is beyond description
1812,5,good products
1813,5,recommend
1814,5,discount and very reasonable price
1815,5,great keep going
1816,5,original products and punctual delivery times
1817,5,original arrived ontime
1818,5,
1819,5,ok
1820,5,good product and price
1821,5,great
1822,5,fast delivery excellent service
1823,5,items is good but so lose price
1824,5,same as shown
1825,5,my first and its perfecto
1826,5,god willing everything will be fine
1827,5,best
1828,5,great
1829,5,
1830,5,awesome
1831,5,original
1832,5,its original
1833,5,v nice product
1834,5,the speed of the order was very fast
1835,5,original and the price is cheaper than their competitors
1836,5,fast delivery and years warranty
1837,5,original genuine seller
1838,5,original
1839,5,top tier
1840,5,thank you very much for your service
1841,4,genuine products
1842,5,its a gift
1843,5,original
1844,5,noon is the best online store
1845,5,
1846,5,the is original
1847,5,original with facetime
1848,5,its japanese made in
1849,5,i liked it the most important thing is the seller noon be careful
1850,5,
1851,5,the device is original and identical
1852,1,wrong title
1853,5,fast service
1854,5,awesome device
1855,5,delivery speed
1856,5,the is orig
1857,5,original
1858,5,fast delivery
1859,5,the best ever
1860,5,very good
1861,5,to remain on this credibility
1862,5,excellent service
1863,5,great
1864,5,the is very good
1865,5,
1866,5,finaly i like this
1867,5,the price
1868,5,its to cheap buy everyone
1869,5,
1870,5,for
1871,5,amazing product
1872,5,good performance
1873,5,nice product
1874,5,value for money
1875,5,very nice
1876,5,excellent
1877,5,sentiment
1878,1,japanese specifications not gulf
1879,4,japan variant
1880,5,the is original
1881,5,great product
1882,5,very good product i love it
1883,1,not as described
1884,5,
1885,5,product as advertised
1886,5,
1887,5,how is the warranty
1888,5,original product
1889,5,everything is as it appears in the picture
1890,1,
1891,5,its really good
1892,5,i highly recommend it
1893,5,the known is not known
1894,3,good product
1895,5,great as described
1896,5,amazing all good
1897,5,original product
1898,5,amazing
1899,5,good
1900,1,the item has some scratches
1901,3,
1902,5,original product
1903,5,perfect
1904,5,superb
1905,5,original product
1906,5,reduced price with discount
1907,5,everything perfect
1908,5,credibility
1909,5,perfect
1910,5,the most important thing is that it is original
1911,5,super
1912,5,quick delivery and great product
1913,1,its heating
1914,4,affordable
1915,5,service was quick
1916,2,fake
1917,5,high credibility
1918,5,
1919,5,great
1920,5,original
1921,5,product quality
1922,5,amazing
1923,5,nice
1924,1,face id not working
1925,1,
1926,5,excellent
1927,5,good product
1928,5,genuine product
1929,3,i did not use it yet
1930,4,original
1931,4,the is original
1932,5,excellent product thanks for the credibility
1933,5,quality product
1934,5,very good
1935,5,highly recommended
1936,1,charger cord not working
1937,5,delivery speed and product quality
1938,5,very good
1939,4,
1940,5,fastest delivery
1941,5,legendary
1942,5,great experience
1943,5,good product sells
1944,5,i
1945,1,verybad
1946,5,original
1947,5,original
1948,5,excellent
1949,5,excellent packaging and fast delivery
1950,4,the product is original
1951,5,great product
1952,5,original product
1953,5,
1954,5,
1955,5,brilliant
1956,5,original and fast delivery
1957,5,good ite
1958,5,very good
1959,5,legit international version
1960,4,late coming
1961,5,lets go
1962,5,amazing
1963,5,
1964,5,original sealed package
1965,5,very good
1966,5,good genuine product
1967,5,i received original
1968,5,buy an
1969,5,
1970,5,excellent
1971,5,real as shown
1972,4,good product
1973,5,its the perfect size
1974,5,original
1975,1,no esim
1976,5,original product
1977,4,good received on time
1978,1,i order tdra
1979,5,the is original
1980,5,good product
1981,5,nice i love it
1982,3,he gets stuck and gets embarrassed
1983,4,original product
1984,5,very good
1985,5,timely delivered
1986,5,impressive colour
1987,5,
1988,5,highly recommended
1989,5,very nice
1990,5,nice i got it as a gift for my brother
1991,5,very nice
1992,5,same result very nice
1993,1,expensive for the market price
1994,5,very beautiful
1995,5,something beautiful
1996,5,quality
1997,1,the device is not working
1998,5,genuine product
1999,1,
2000,5,pro i like the
2001,5,product
2002,5,very beautiful
2003,1,ordered for tdra got different
2004,5,original quality
2005,5,excellent
2006,1,screen is bugging
2007,5,original product
2008,5,amazing arrived safely
2009,5,slim
2010,5,complies with specifications
2011,5,awesome
2012,4,thank you noon
2013,5,delivery time
2014,5,very nice product
2015,5,original
2016,5,smoothness
2017,5,everything is great
2018,5,good
2019,4,lovin the color
2020,5,high reliability and speed
2021,5,the prices are excellent
2022,5,very beautiful
2023,5,
2024,1,very bad
2025,5,authentic prompt delivery
2026,5,everything is beautiful
2027,5,superb
2028,5,excellent original
2029,5,amazing
2030,5,good stuff
2031,5,delivery and product
2032,5,delivery speed
2033,5,quality
2034,5,first delivery
2035,5,excellent
2036,5,price
2037,5,thank you noon
2038,5,if it breaks you fix it
2039,5,best product
2040,5,good
2041,1,the is confirmed
2042,5,good
2043,5,the is really great
2044,5,
2045,4,genuine product with warranty
2046,5,great as always
2047,5,fantastic
2048,5,very good
2049,5,original
2050,5,excellent
2051,5,
2052,5,excellent
2053,5,
2054,5,quick delivery
2055,5,brand new
2056,5,superb
2057,5,genuine product
2058,5,noon achive my dream
2059,5,original product
2060,5,original
2061,5,original
2062,5,thank you for your honesty
2063,5,quality is excellent
2064,5,
2065,5,quick delivery
2066,5,very
2067,5,original tdra
2068,5,genuine product
2069,1,bad and e sim only
2070,5,cute nice look
2071,1,i came without warranty
2072,5,great product
2073,5,good conditions
2074,5,beautiful and wonderful
2075,5,product and packaging cleanliness
2076,5,speed of delivery
2077,5,as described
2078,5,origilan tdra device
2079,5,best price
2080,5,nothing
2081,5,the is original
2082,5,
2083,5,good and genuine product
2084,5,new and affordable
2085,5,excellent
2086,1,the device is broken
2087,5,original product
2088,5,its good device
2089,5,good i love it
2090,1,very bad
2091,5,needless to say
2092,5,
2093,5,speed and same product
2094,5,full good
2095,5,original
2096,5,excellent god willing
2097,5,superbbb quality
2098,5,product is really good
2099,5,amazing
2100,5,original product
2101,5,i recommend this
2102,5,original
2103,5,its sooooooooooo crazy
2104,5,love the device
2105,5,very nice product
2106,5,very nice
2107,5,amezing
2108,5,original
2109,5,great
2110,5,good one
2111,5,excellent
2112,5,amazing
2113,5,genium product
2114,5,i like it
2115,5,very good
2116,5,its okay
2117,5,great thank god
2118,1,product
2119,5,good product
2120,5,
2121,5,ameing
2122,5,excellent and fast
2123,5,the best
2124,5,very beautiful
2125,5,thank you noon
2126,5,
2127,5,very good
2128,5,quality
2129,5,good product
2130,1,problems
2131,4,mex
2132,4,genuine
2133,5,authentic
2134,5,excellent
2135,5,fabulous
2136,5,hero
2137,5,original
2138,5,good product
2139,5,very good
2140,4,great
2141,1,his is kuwaiti
2142,5,very nice product
2143,5,original
2144,5,thanks noon
2145,4,price
2146,5,excellent and original
2147,5,mashallah its good
2148,5,very good
2149,5,arrived on time
2150,5,yes
2151,5,good product
2152,5,genuine and new
2153,5,looveee itt
2154,5,
2155,5,nothing
2156,5,i dont need to say anything
2157,1,the device is faulty and needs a warranty
2158,5,good quality
2159,5,the same one in the market is excellent
2160,3,theres no facetime
2161,5,good
2162,5,get as the shown
2163,5,excellent product
2164,5,excellent
2165,4,the color
2166,5,beautiful
2167,5,perfect
2168,5,original
2169,5,original
2170,5,nice
2171,5,good
2172,5,very nice
2173,5,as described
2174,5,amazing
2175,5,really good
2176,5,good product
2177,5,terrible service
2178,4,excellent
2179,4,screen
2180,5,beautiful and original
2181,5,good
2182,5,excellent product
2183,5,quality good
2184,5,full details
2185,5,delivery speed
2186,5,very good
2187,5,
2188,5,original
2189,5,excellent
2190,1,the price is too high
2191,5,haaappieee
2192,5,very good
2193,5,
2194,5,very nice
2195,5,good
2196,4,excellent delivery
2197,5,excellent
2198,5,thank you noon
2199,5,nice
2200,5,original and very sweet
2201,5,as described
2202,5,delivery speed
2203,5,perfect
2204,5,genuine product
2205,5,excellent original
2206,5,excellent
2207,5,nice product
2208,5,wonderful
2209,5,delivery speed
2210,5,
2211,5,original product
2212,5,orginal one
2213,5,fast delivery
2214,5,original
2215,5,awesome
2216,3,its a weak voice
2217,5,just as described
2218,5,nice product
2219,5,good product
2220,5,good service
2221,5,amazing
2222,5,
2223,5,nice
2224,5,genuine
2225,5,fast delivery
2226,4,genunie product
2227,5,excellent
2228,5,the service is excellent
2229,4,looks and feel
2230,5,very nice
2231,5,good service
2232,5,nice
2233,5,very nice
2234,5,
2235,4,nice product
2236,1,both working
2237,5,excellent
2238,5,good product
2239,5,amazing
2240,5,it arrived just as i wanted and more
2241,5,very good
2242,5,good
2243,5,good product
2244,5,very good
2245,5,good experience
2246,5,legit product
2247,5,very excellent
2248,5,no problem
2249,5,nothing
2250,5,original
2251,5,good product
2252,5,amazing
2253,5,the device
2254,5,excellent
2255,3,not a gulf version
2256,5,very beautiful
2257,5,nice
2258,5,excellent service
2259,5,
2260,5,good product
2261,5,quick delivery
2262,5,excellent
2263,5,fast delivery
2264,5,
2265,5,its good
2266,5,as described
2267,5,nice and i recommend it
2268,5,
2269,5,i love it
2270,5,good
2271,5,all good
2272,5,perfect delivery time
2273,5,thanks noon
2274,5,device type
2275,5,
2276,5,thanks
2277,1,
2278,5,very good
2279,5,nice look
2280,5,great
2281,5,this is excellent
2282,5,thank you
2283,5,very luxurious product
2284,2,
2285,5,trust
2286,4,good
2287,5,original
2288,5,original
2289,5,excellent
2290,5,original type
2291,5,very nice
2292,5,very nice
2293,5,loved it
2294,5,great
2295,5,excellent
2296,5,god willing
2297,5,amazing
2298,5,
2299,5,geart
2300,5,i
2301,5,
2302,5,amazing
2303,5,beautiful
2304,5,ok
2305,5,good
2306,5,awesome
2307,5,good good
2308,1,the product is not original
2309,5,the product
2310,5,very nice
2311,4,goood
2312,1,broken
2313,5,
2314,5,original
2315,5,excellent
2316,5,fantastic
2317,5,uae version
2318,4,the product is original
2319,5,very good
2320,1,not good
2321,5,
2322,5,excellent and continuous
2323,5,speed of completion
2324,5,good price and quality product
2325,5,the device
2326,5,good product
2327,5,excellent
2328,1,bad
2329,5,good product
2330,5,original
2331,5,original product
2332,5,no mistake
2333,5,orgnel product
2334,5,i
2335,5,recommeded
2336,5,so happy
2337,5,amazing device
2338,5,very nice product
2339,5,high quality
2340,5,original
2341,5,
2342,5,good condition
2343,5,as described
2344,4,yes
2345,5,super fast
2346,5,original
2347,5,as expected
2348,5,my experience
2349,5,goodbye
2350,5,exceeds expectations
2351,5,mins delivery
2352,1,i think its fake
2353,5,king
2354,5,good
2355,5,yes
2356,5,beautiful
2357,5,good seller
2358,5,sweet
2359,5,original
2360,1,flaw
2361,5,good phot
2362,5,excellent
2363,2,not tdra
2364,5,excellent
2365,5,ontime delivery
2366,5,very good
2367,5,excellent
2368,5,amazing
2369,5,super amazing
2370,5,original
2371,5,imagination
2372,5,masallah
2373,5,good
2374,5,excellent
2375,1,the product is fake
2376,5,excellent
2377,5,very good
2378,5,i love it
2379,5,good
2380,5,original
2381,5,very good
2382,5,fast delivery
2383,5,the product is original
2384,5,everything is beautiful
2385,5,delivery speed
2386,4,original and the price is great
2387,5,original and very sweet
2388,5,nice
2389,5,nice
2390,5,original
2391,5,the device
2392,5,excellent
2393,5,good
2394,5,nice
2395,5,original
2396,5,excellent
2397,5,i recommend buying it
2398,5,the is excellent
2399,5,good
2400,5,excellent
2401,5,vary good
2402,5,best device
2403,5,review
2404,5,amazing
2405,5,its good
2406,5,very nice
2407,5,van
2408,5,nothing
2409,5,original and reliable
2410,5,very good
2411,5,about
2412,5,i love it
2413,5,very good
2414,5,very good
2415,5,wonderful
2416,5,very nice
2417,5,good
2418,5,very good
2419,5,the is original
2420,5,amazing
2421,5,
2422,5,its very good
2423,5,nice
2424,5,
2425,5,very good
2426,5,amazing
2427,5,original calculators
2428,5,original
2429,5,the price is reasonable
2430,5,very excellent
2431,5,amazing
2432,5,fast delivery
2433,5,excellent
2434,5,excellent
2435,5,
2436,4,good product
2437,5,original product
2438,5,prefect
2439,5,og
2440,5,good
2441,5,og
2442,5,no mistake
2443,5,original
2444,5,nice
2445,5,wonderful
2446,5,genuine
2447,1,thank you noon
2448,5,delivery speed
2449,5,
2450,4,very very excellent
2451,5,good
2452,5,original store
2453,5,amazing
2454,5,very good
2455,5,excellent stars
2456,1,the price
2457,5,genuine
2458,5,excellent
2459,5,wonderful
2460,5,its very good
2461,5,as mentioned
2462,5,good
2463,1,fake
2464,5,very good
2465,5,excellent
2466,5,correct it
2467,5,excellent
2468,5,fast delivery
2469,5,great
2470,5,excellent
2471,5,excellent
2472,5,good
2473,5,nice
2474,5,excellent
2475,5,original
2476,1,dont buy
2477,5,as described
2478,5,original
2479,5,good
2480,1,wrong product
2481,5,good
2482,5,very good
2483,5,everything is fine
2484,5,very good
2485,5,original
2486,5,very good
2487,5,delivery service
2488,5,original
2489,5,the is original
2490,5,perfect
2491,5,excellent
2492,5,amazing
2493,5,excellent
2494,5,excellent
2495,5,excellent
2496,5,very beautiful
2497,5,thank you all
2498,5,very good
2499,5,supperb
2500,5,
2501,5,good choice
2502,5,fast delivery
2503,5,authentic
2504,5,at its special price
2505,5,original
2506,5,good product
2507,5,good
2508,5,i care about you
2509,5,excellent
2510,5,beautiful
2511,5,original
2512,5,good
2513,5,supar
2514,5,very good
2515,5,best always
2516,5,amazing
2517,5,excellent
2518,5,excellent
2519,5,so mini
2520,1,no tdra
2521,5,amazing
2522,5,
2523,5,original
2524,5,real original
2525,5,very beautiful
2526,5,amazing
2527,5,amazing
2528,3,good
2529,5,orignal
2530,5,great
2531,5,its quality
2532,4,original
